"","...1","Date","Visitor","Visitor_Score","Home","Home_Score","OT","Division","Home_Prob","Visitor_Prob","Home_Elo_Before","Visitor_Elo_Before","Home_Elo_After","Visitor_Elo_After","Tie","Elo_Diff"
"712",712,2024-02-17,"Colgate",6,"Brown",0,0,"ECAC",0.163125922066598,0.836874077933402,1529.93740898781,1828.99226351565,1507.42603174262,1851.50364076084,0,299.054854527846
"713",713,2024-02-23,"Robert Morris",5,"Mercyhurst",0,0,"Non-Conference",0.684623671986422,0.315376328013578,1556.50390217235,1436.85477448764,1467.50282481412,1525.85585184588,0,119.649127684705
"714",714,2024-02-23,"RIT",1,"Penn State",2,0,"Non-Conference",0.833425647302984,0.166574352697016,1502.13998203061,1237.43649133581,1518.46426859491,1221.1122047715,0,264.703490694798
"715",715,2024-02-23,"Post",1,"Saint Anselm",2,0,"Non-Conference",0.834434412522883,0.165565587477117,1252.25772644488,986.288873701437,1268.48315401763,970.06344612868,0,265.968852743439
"716",716,2024-02-23,"Franklin Pierce",3,"Sacred Heart",1,0,"Non-Conference",0.448954952707584,0.551045047292416,1220.3393220375,1270.93305662608,1172.75009705049,1318.52228161308,0,50.5937345885841
"717",717,2024-02-23,"Assumption",2,"Stonehill",3,0,"Non-Conference",0.828238255173551,0.171761744826449,1431.85738687685,1173.56584971868,1448.69003786984,1156.73319872569,0,258.291537158162
"718",718,2024-02-23,"Saint Michael's",2,"Long Island",3,0,"Non-Conference",0.992944850452981,0.00705514954701913,1622.63606161952,778.268500029778,1623.32746627513,777.57709537417,0,844.36756158974
"719",719,2024-02-23,"St. Thomas",3,"Minnesota State",2,0,"WCHA",0.842177023059843,0.157822976940157,1566.67613461331,1290.78287162716,1484.14278635344,1373.31621988703,0,275.893262986142
"720",720,2024-02-23,"Minnesota-Duluth",1,"Minnesota",1,1,"WCHA",0.633803305638307,0.366196694361693,1871.52949639122,1791.23346426378,1859.48719888378,1803.27576177123,1,80.2960321274438
"721",721,2024-02-23,"St. Cloud State",5,"Bemidji State",1,0,"WCHA",0.151217663308024,0.848782336691976,1298.26523693981,1612.94276110142,1279.81668201623,1631.391316025,0,314.677524161612
"722",722,2024-02-23,"Ohio State",3,"Wisconsin",1,0,"WCHA",0.402269323567514,0.597730676432486,2103.96257837831,2187.75803031245,2061.32203008015,2230.39857861061,0,83.7954519341461
"723",723,2024-02-23,"Vermont",2,"Northeastern",0,0,"Hockey East",0.897111737958648,0.102888262041352,1799.19386992479,1438.00158681052,1704.10002570117,1533.09543103413,0,361.192283114275
"724",724,2024-02-23,"Boston College",1,"New Hampshire",3,0,"Hockey East",0.60884443747653,0.39115556252347,1506.07840241255,1444.2156696231,1547.54089204004,1402.75317999562,0,61.8627327894485
"725",725,2024-02-23,"Connecticut",4,"Boston University",0,0,"Hockey East",0.257144853252141,0.742855146747859,1482.31536966903,1681.6058897844,1450.94369757227,1712.97756188116,0,199.290520115361
"726",726,2024-02-23,"Maine",3,"Holy Cross",2,1,"Hockey East",0.232834921486607,0.767165078513393,1220.18557982309,1442.32186278915,1197.3677575174,1465.13968509484,0,222.136282966067
"727",727,2024-02-23,"Merrimack",1,"Providence",4,0,"Hockey East",0.619539790553461,0.380460209446539,1464.66554553937,1394.9615607612,1508.03800941627,1351.5890968843,0,69.7039847781662
"728",728,2024-02-24,"RIT",0,"Penn State",4,0,"Non-Conference",0.857910545574637,0.142089454425363,1518.46426859491,1221.1122047715,1535.79918203481,1203.77729133161,0,297.352063823413
"729",729,2024-02-24,"Robert Morris",2,"Mercyhurst",5,0,"Non-Conference",0.43793178028489,0.56206821971511,1467.50282481412,1525.85585184588,1531.57860186164,1461.78007479836,0,58.3530270317642
"730",730,2024-02-24,"Assumption",1,"Stonehill",3,0,"Non-Conference",0.854082400945114,0.145917599054886,1448.69003786984,1156.73319872569,1464.15730336966,1141.26593322587,0,291.956839144146
"731",731,2024-02-24,"Rensselaer",0,"Brown",1,1,"Non-Conference",0.496455175636769,0.503544824363231,1507.42603174262,1524.8892692696,1556.77342453021,1475.541876482,0,17.4632375269814
"732",732,2024-02-24,"Dartmouth",1,"Princeton",5,0,"Non-Conference",0.773967155917955,0.226032844082045,1558.11564658886,1359.29525389892,1585.69165356687,1331.71924692091,0,198.820392689938
"733",733,2024-02-24,"Union",2,"Yale",5,0,"Non-Conference",0.94506372411104,0.0549362758889598,1676.3528582193,1197.11210707641,1682.61559367064,1190.84937162507,0,479.240751142894
"734",734,2024-02-24,"Harvard",0,"Quinnipiac",9,0,"Non-Conference",0.907812682729692,0.0921873172703082,1693.16959368792,1310.83956608622,1708.10393908571,1295.90522068843,0,382.330027601696
"735",735,2024-02-24,"Post",2,"Saint Anselm",1,0,"Non-Conference",0.858658078667217,0.141341921332783,1268.48315401763,970.06344612868,1184.33466230825,1054.21193783807,0,298.419707888954
"736",736,2024-02-24,"Franklin Pierce",2,"Sacred Heart",0,0,"Non-Conference",0.320214721294297,0.679785278705703,1172.75009705049,1318.52228161308,1138.8073365933,1352.46504207028,0,145.772184562592
"737",737,2024-02-24,"Saint Michael's",0,"Long Island",3,0,"Non-Conference",0.993000395619482,0.00699960438051817,1623.32746627513,777.57709537417,1624.12542117451,776.779140474791,0,845.750370900956
"738",738,2024-02-24,"New Hampshire",6,"Boston College",4,0,"Hockey East",0.321449570395879,0.678550429604121,1402.75317999562,1547.54089204004,1368.67952553365,1581.614546502,0,144.787712044424
"739",739,2024-02-24,"Boston University",0,"Connecticut",1,0,"Hockey East",0.831281258092666,0.168718741907334,1712.97756188116,1450.94369757227,1729.51199858808,1434.40926086535,0,262.033864308883
"740",740,2024-02-24,"Maine",5,"Holy Cross",2,0,"Hockey East",0.189222179600628,0.810777820399372,1197.3677575174,1465.13968509484,1175.79642904293,1486.71101356931,0,267.771927577442
"741",741,2024-02-24,"Providence",3,"Merrimack",0,0,"Hockey East",0.306986566653222,0.693013433346778,1351.5890968843,1508.03800941627,1316.59262828583,1543.03447801474,0,156.448912531977
"742",742,2024-02-24,"Vermont",1,"Northeastern",1,1,"Hockey East",0.744735434978896,0.255264565021104,1704.10002570117,1533.09543103413,1682.07383655307,1555.12162018223,1,171.004594667042
"743",743,2024-02-24,"Minnesota-Duluth",2,"Minnesota",4,0,"WCHA",0.601070131034923,0.398929868965077,1859.48719888378,1803.27576177123,1901.77376499407,1760.98919566093,0,56.2114371125483
"744",744,2024-02-24,"Minnesota State",4,"St. Thomas",5,1,"WCHA",0.365488160930556,0.634511839069444,1373.31621988703,1484.14278635344,1435.49838011584,1421.96062612464,0,110.826566466412
"745",745,2024-02-24,"St. Cloud State",6,"Bemidji State",2,0,"WCHA",0.125925039110191,0.874074960889809,1279.81668201623,1631.391316025,1264.45382724479,1646.75417079644,0,351.57463400877
"746",746,2024-02-24,"Ohio State",2,"Wisconsin",4,0,"WCHA",0.291742552623153,0.708257447376847,2061.32203008015,2230.39857861061,2136.3973195021,2155.32328918866,0,169.076548530459
"747",747,2024-02-25,"Robert Morris",1,"Mercyhurst",6,0,"Non-Conference",0.619668062585884,0.380331937414116,1531.57860186164,1461.78007479836,1581.02175372547,1412.33692293452,0,69.7985270632807
"748",748,2024-02-25,"Post",1,"Saint Anselm",6,0,"Non-Conference",0.697494159413081,0.302505840586919,1184.33466230825,1054.21193783807,1223.66042158455,1014.88617856177,0,130.122724470179
"749",749,2024-02-28,"Merrimack",2,"Maine",1,1,"Non-Conference",0.743764419385097,0.256235580614903,1486.71101356931,1316.59262828583,1413.82210046957,1389.48154138557,0,170.118385283483
"750",750,2024-02-28,"Holy Cross",4,"Boston University",2,0,"Non-Conference",0.828501207636632,0.171498792363368,1434.40926086535,1175.79642904293,1346.58813285587,1263.61755705241,0,258.612831822426
"751",751,2024-03-01,"Quinnipiac",2,"Cornell",3,1,"Non-Conference",0.801696473173411,0.198303526826589,1935.77575302717,1708.10393908571,1955.20949865618,1688.6701934567,0,227.671813941465
"752",752,2024-03-01,"Brown",1,"Colgate",5,0,"Non-Conference",0.856060804114623,0.143939195885377,1851.50364076084,1556.77342453021,1869.06422265886,1539.2128426322,0,294.73021623063
"753",753,2024-03-01,"St. Cloud State",0,"Minnesota-Duluth",5,0,"Non-Conference",0.677856082741344,0.322143917258656,1760.98919566093,1646.75417079644,1802.86790490455,1604.87546155282,0,114.235024864486
"754",754,2024-03-01,"St. Thomas",2,"Wisconsin",4,0,"Non-Conference",0.984031589374595,0.0159684106254047,2136.3973195021,1435.49838011584,2138.08997102839,1433.80572858954,0,700.898939386262
"755",755,2024-03-01,"Bemidji State",1,"Ohio State",10,0,"Non-Conference",0.994592809625559,0.00540719037444071,2155.32328918866,1264.45382724479,2156.19925402932,1263.57786240413,0,890.869461943878
"756",756,2024-03-01,"Minnesota State",5,"Minnesota",4,0,"Non-Conference",0.945234540493632,0.0547654595063676,1901.77376499407,1421.96062612464,1809.1407800257,1514.59361109301,0,479.813138869437
"757",757,2024-03-01,"Providence",1,"Boston College",2,1,"Non-Conference",0.285504104919682,0.714495895080318,1368.67952553365,1543.03447801474,1438.70012325152,1473.01388029687,0,174.354952481089
"758",758,2024-03-01,"Yale",1,"St. Lawrence",4,0,"Non-Conference",0.833824914749326,0.166175085250674,1947.81917666593,1682.61559367064,1966.76313638451,1663.67163395207,0,265.203582995285
"759",759,2024-03-01,"Princeton",2,"Clarkson",3,1,"Non-Conference",0.898518709940129,0.101481290059871,1949.54811173921,1585.69165356687,1959.49327816507,1575.746487141,0,363.856458172341
"760",760,2024-03-02,"Holy Cross",2,"Connecticut",4,0,"Non-Conference",0.940935855959185,0.0590641440408146,1729.51199858808,1263.61755705241,1735.7727978564,1257.35675778408,0,465.894441535664
"761",761,2024-03-02,"Brown",1,"Colgate",5,0,"Non-Conference",0.879226336925105,0.120773663074895,1869.06422265886,1539.2128426322,1883.798609554,1524.47845573706,0,329.851380026662
"762",762,2024-03-02,"Mercyhurst",0,"Penn State",1,0,"Non-Conference",0.456615595470694,0.543384404529305,1535.79918203481,1581.02175372547,1589.05085367868,1527.7700820816,0,45.2225716906639
"763",763,2024-03-02,"Stonehill",3,"Saint Anselm",2,1,"Non-Conference",0.214490956121028,0.785509043878972,1223.66042158455,1464.15730336966,1202.64030788468,1485.17741706952,0,240.496881785111
"764",764,2024-03-02,"St. Cloud State",0,"Minnesota-Duluth",2,0,"Non-Conference",0.773132283397996,0.226867716602004,1802.86790490455,1604.87546155282,1826.91588286437,1580.82748359301,0,197.992443351736
"765",765,2024-03-02,"Minnesota State",1,"Minnesota",7,0,"Non-Conference",0.855930917129875,0.144069082870125,1809.1407800257,1514.59361109301,1829.02231346177,1494.71207765693,0,294.547168932686
"766",766,2024-03-02,"Bemidji State",0,"Ohio State",8,0,"Non-Conference",0.99464677619802,0.00535322380197978,2156.19925402932,1263.57786240413,2157.02365049483,1262.75346593862,0,892.621391625197
"767",767,2024-03-02,"Yale",1,"St. Lawrence",3,0,"Non-Conference",0.861890558996354,0.138109441003646,1966.76313638451,1663.67163395207,1981.40273713089,1649.03203320568,0,303.091502432439
"768",768,2024-03-02,"Princeton",3,"Clarkson",6,0,"Non-Conference",0.908492944426705,0.0915070555732951,1959.49327816507,1575.746487141,1969.92508250043,1565.31468280564,0,383.746791024076
"769",769,2024-03-02,"Quinnipiac",0,"Cornell",5,0,"Non-Conference",0.834887581693632,0.165112418306368,1955.20949865618,1688.6701934567,1976.67411303601,1667.20557907687,0,266.539305199476
"770",770,2024-03-02,"St. Thomas",1,"Wisconsin",9,0,"Non-Conference",0.984334931749577,0.015665068250423,2138.08997102839,1433.80572858954,2140.50239153895,1431.39330807898,0,704.284242438848
"771",771,2024-03-02,"Vermont",0,"New Hampshire",3,0,"Non-Conference",0.559430842645594,0.440569157354406,1581.614546502,1555.12162018223,1631.83943044041,1504.89673624383,0,26.4929263197703
"772",772,2024-03-02,"Franklin Pierce",4,"Long Island",3,1,"Non-Conference",0.838911293833072,0.161088706166928,1624.12542117451,1352.46504207028,1541.91211437886,1434.67834886592,0,271.660379104226
"773",773,2024-03-02,"Merrimack",1,"Northeastern",4,0,"Non-Conference",0.854537688749243,0.145462311250757,1682.07383655307,1389.48154138557,1698.65654003566,1372.89883790298,0,292.592295167504
"774",774,2024-03-03,"Minnesota State",0,"Minnesota",3,0,"Non-Conference",0.881925453175966,0.118074546824034,1829.02231346177,1494.71207765693,1842.48281179971,1481.251579319,0,334.31023580484
"775",775,2024-03-06,"New Hampshire",1,"Northeastern",4,0,"Non-Conference",0.61561500676952,0.38438499323048,1698.65654003566,1631.83943044041,1742.47642926393,1588.01954121213,0,66.8171095952541
"776",776,2024-03-06,"Boston College",1,"Connecticut",2,1,"Non-Conference",0.857714381640668,0.142285618359332,1735.7727978564,1438.70012325152,1749.71678845562,1424.75613265231,0,297.072674604877
"777",777,2024-03-08,"Minnesota-Duluth",0,"Ohio State",5,0,"Non-Conference",0.879382969672307,0.120617030327693,2157.02365049483,1826.91588286437,2172.70386443743,1811.23566892177,0,330.107767630461
"778",778,2024-03-08,"Cornell",1,"Colgate",5,0,"Non-Conference",0.38976802113045,0.61023197886955,1883.798609554,1976.67411303601,1958.24691097608,1902.22581161392,0,92.8755034820094
"779",779,2024-03-08,"Wisconsin",4,"Minnesota",3,1,"Non-Conference",0.163941125335204,0.836058874664796,1842.48281179971,2140.50239153895,1826.41658151686,2156.5686218218,0,298.01957973924
"780",780,2024-03-08,"St. Lawrence",1,"Clarkson",3,0,"Non-Conference",0.505068888801066,0.494931111198934,1969.92508250043,1981.40273713089,2022.38778028752,1928.94003934381,0,11.4776546304627
"781",781,2024-03-09,"Northeastern",0,"Connecticut",1,1,"Non-Conference",0.531962804157299,0.468037195842701,1749.71678845562,1742.47642926393,1795.5844336482,1696.60878407135,0,7.24035919168136
"782",782,2024-03-09,"Wisconsin",6,"Ohio State",3,0,"Non-Conference",0.544687654867694,0.455312345132306,2172.70386443743,2156.5686218218,2110.60947178251,2218.66301447672,0,16.1352426156232
"783",783,2024-03-09,"Franklin Pierce",2,"Stonehill",3,1,"Non-Conference",0.593159699742568,0.406840300257432,1485.17741706952,1434.67834886592,1525.04776649475,1394.80799944069,0,50.4990682035971
"784",784,2024-03-09,"Clarkson",0,"Colgate",3,0,"Non-Conference",0.429748439934052,0.570251560065948,1958.24691097608,2022.38778028752,2023.2555888236,1957.37910244,0,64.1408693114361
"785",785,2024-03-14,"Penn State",0,"St. Lawrence",1,1,"Non-Conference",0.885228882305873,0.114771117694127,1928.94003934381,1589.05085367868,1940.18760887783,1577.80328414466,0,339.889185665125
"786",786,2024-03-14,"Stonehill",1,"Cornell",7,0,"Non-Conference",0.905300507612108,0.0946994923878915,1902.22581161392,1525.04776649475,1915.29434156345,1511.97923654522,0,377.178045119175
"787",787,2024-03-14,"Connecticut",0,"Minnesota-Duluth",1,1,"Non-Conference",0.543996590659745,0.456003409340255,1811.23566892177,1795.5844336482,1855.92400303711,1750.89609953286,0,15.6512352735658
"788",788,2024-03-16,"St. Lawrence",0,"Wisconsin",4,0,"Non-Conference",0.844142637390969,0.155857362609031,2218.66301447672,1940.18760887783,2237.67761271502,1921.17301063953,0,278.475405598891
"789",789,2024-03-16,"Cornell",1,"Colgate",3,0,"Non-Conference",0.669919686982231,0.330080313017769,2023.2555888236,1915.29434156345,2058.24410200348,1880.30582838357,0,107.96124726015
"790",790,2024-03-16,"Minnesota",2,"Clarkson",3,1,"Non-Conference",0.698513193680465,0.301486806319535,1957.37910244,1826.41658151686,1986.92480945931,1796.87087449755,0,130.962520923135
"791",791,2024-03-16,"Minnesota-Duluth",0,"Ohio State",9,0,"Non-Conference",0.825265049600986,0.174734950399014,2110.60947178251,1855.92400303711,2138.91653374715,1827.61694107247,0,254.685468745399
"792",792,2024-03-22,"Clarkson",1,"Ohio State",4,0,"Non-Conference",0.723378336910072,0.276621663089928,2138.91653374715,1986.92480945931,2170.4514033394,1955.38993986706,0,151.991724287837
"793",793,2024-03-22,"Colgate",1,"Wisconsin",3,0,"Non-Conference",0.753849435031266,0.246150564968734,2237.67761271502,2058.24410200348,2263.76957260171,2032.1521421168,0,179.433510711541
"794",794,2024-03-24,"Wisconsin",0,"Ohio State",1,0,"Non-Conference",0.389162107660272,0.610837892339728,2170.4514033394,2263.76957260171,2230.3135167887,2203.90745915242,0,93.318169262307
